 r Theta rho m1 m2 m3
  0.150046E+01  0.146696E+01  0.285053E-04  0.445761E-07 -0.434759E-06  0.229006E-04
  0.153536E+01  0.146696E+01  0.337968E-04  0.560582E-07 -0.487528E-06  0.268170E-04
  0.157107E+01  0.146696E+01  0.393461E-04  0.633242E-07 -0.521786E-06  0.308321E-04
  0.160761E+01  0.146696E+01  0.450483E-04  0.950699E-07 -0.546309E-06  0.348558E-04
  0.164501E+01  0.146696E+01  0.506664E-04  0.129503E-06 -0.573767E-06  0.387166E-04
  0.168327E+01  0.146696E+01  0.563479E-04  0.157816E-06 -0.604776E-06  0.425377E-04
  0.172242E+01  0.146696E+01  0.621389E-04  0.181241E-06 -0.637057E-06  0.463436E-04
  0.176248E+01  0.146696E+01  0.676093E-04  0.197209E-06 -0.661025E-06  0.498079E-04
  0.180347E+01  0.146696E+01  0.734550E-04  0.206887E-06 -0.671724E-06  0.534485E-04
  0.184542E+01  0.146696E+01  0.797529E-04  0.207614E-06 -0.671171E-06  0.573155E-04
  0.188834E+01  0.146696E+01  0.864616E-04  0.204103E-06 -0.666780E-06  0.613658E-04
  0.193226E+01  0.146696E+01  0.933522E-04  0.204701E-06 -0.666189E-06  0.654230E-04
  0.197720E+01  0.146696E+01  0.100559E-03  0.206141E-06 -0.675479E-06  0.695755E-04
  0.202319E+01  0.146696E+01  0.108131E-03  0.199485E-06 -0.683437E-06  0.738619E-04
  0.207025E+01  0.146696E+01  0.116021E-03  0.205847E-06 -0.682458E-06  0.782506E-04
  0.211840E+01  0.146696E+01  0.124429E-03  0.232003E-06 -0.674954E-06  0.828682E-04
  0.216767E+01  0.146696E+01  0.133423E-03  0.254397E-06 -0.665035E-06  0.877440E-04
  0.221809E+01  0.146696E+01  0.142753E-03  0.266439E-06 -0.653402E-06  0.926937E-04
  0.226968E+01  0.146696E+01  0.152263E-03  0.266116E-06 -0.641365E-06  0.976037E-04
  0.232247E+01  0.146696E+01  0.161587E-03  0.257663E-06 -0.629330E-06  0.102242E-03
  0.237649E+01  0.146696E+01  0.170352E-03  0.252936E-06 -0.616815E-06  0.106389E-03
  0.243176E+01  0.146696E+01  0.178494E-03  0.255566E-06 -0.601334E-06  0.110027E-03
  0.248832E+01  0.146696E+01  0.186246E-03  0.261851E-06 -0.578411E-06  0.113318E-03
  0.254620E+01  0.146696E+01  0.193861E-03  0.267129E-06 -0.548185E-06  0.116424E-03
  0.260542E+01  0.146696E+01  0.201342E-03  0.275129E-06 -0.518718E-06  0.119343E-03
  0.266602E+01  0.146696E+01  0.208849E-03  0.283039E-06 -0.497771E-06  0.122166E-03
  0.272803E+01  0.146696E+01  0.216444E-03  0.275568E-06 -0.484061E-06  0.124934E-03
  0.279148E+01  0.146696E+01  0.223783E-03  0.250858E-06 -0.470220E-06  0.127454E-03
  0.285640E+01  0.146696E+01  0.230577E-03  0.229694E-06 -0.454285E-06  0.129571E-03
  0.292284E+01  0.146696E+01  0.236727E-03  0.217455E-06 -0.441364E-06  0.131247E-03
  0.299082E+01  0.146696E+01  0.242376E-03  0.216619E-06 -0.423688E-06  0.132572E-03
  0.306038E+01  0.146696E+01  0.247588E-03  0.220853E-06 -0.398826E-06  0.133589E-03
  0.313156E+01  0.146696E+01  0.252373E-03  0.224845E-06 -0.370080E-06  0.134318E-03
  0.320440E+01  0.146696E+01  0.256726E-03  0.225818E-06 -0.341824E-06  0.134767E-03
  0.327893E+01  0.146696E+01  0.260553E-03  0.222465E-06 -0.315562E-06  0.134899E-03
  0.335520E+01  0.146696E+01  0.263841E-03  0.215675E-06 -0.290568E-06  0.134721E-03
  0.343323E+01  0.146696E+01  0.266720E-03  0.205135E-06 -0.265440E-06  0.134308E-03
  0.351309E+01  0.146696E+01  0.269243E-03  0.189032E-06 -0.239912E-06  0.133694E-03
  0.359480E+01  0.146696E+01  0.271268E-03  0.166365E-06 -0.217447E-06  0.132812E-03
  0.367841E+01  0.146696E+01  0.272709E-03  0.141008E-06 -0.202687E-06  0.131624E-03
  0.376396E+01  0.146696E+01  0.273475E-03  0.121815E-06 -0.197562E-06  0.130099E-03
  0.385151E+01  0.146696E+01  0.273702E-03  0.109894E-06 -0.196753E-06  0.128316E-03
  0.394109E+01  0.146696E+01  0.273398E-03  0.105196E-06 -0.195783E-06  0.126296E-03
  0.403275E+01  0.146696E+01  0.272410E-03  0.106492E-06 -0.192481E-06  0.123985E-03
  0.412655E+01  0.146696E+01  0.270683E-03  0.112271E-06 -0.183285E-06  0.121379E-03
  0.422253E+01  0.146696E+01  0.268487E-03  0.118452E-06 -0.163988E-06  0.118611E-03
  0.432074E+01  0.146696E+01  0.265981E-03  0.117016E-06 -0.138766E-06  0.115756E-03
  0.442124E+01  0.146696E+01  0.263573E-03  0.101876E-06 -0.108205E-06  0.112988E-03
  0.452407E+01  0.146696E+01  0.261180E-03  0.662213E-07 -0.763277E-07  0.110264E-03
  0.462929E+01  0.146696E+01  0.258614E-03  0.207097E-07 -0.523981E-07  0.107503E-03
  0.473697E+01  0.146696E+01  0.255601E-03 -0.231481E-07 -0.434249E-07  0.104589E-03
  0.484714E+01  0.146696E+01  0.252166E-03 -0.436717E-07 -0.490265E-07  0.101542E-03
  0.495988E+01  0.146696E+01  0.248577E-03 -0.466860E-07 -0.679305E-07  0.984835E-04
  0.507524E+01  0.146696E+01  0.244382E-03 -0.296057E-07 -0.915697E-07  0.952460E-04
  0.519328E+01  0.146696E+01  0.239545E-03  0.137902E-07 -0.106891E-06  0.918304E-04
  0.531407E+01  0.146696E+01  0.233899E-03  0.635674E-07 -0.110427E-06  0.881878E-04
  0.543767E+01  0.146696E+01  0.227214E-03  0.906714E-07 -0.105014E-06  0.842455E-04
  0.556415E+01  0.146696E+01  0.219515E-03  0.950726E-07 -0.903955E-07  0.800243E-04
  0.569356E+01  0.146696E+01  0.211712E-03  0.801335E-07 -0.636657E-07  0.758636E-04
  0.582599E+01  0.146696E+01  0.204744E-03  0.535070E-07 -0.332127E-07  0.720943E-04
  0.596149E+01  0.146696E+01  0.199434E-03  0.417807E-07 -0.739338E-08  0.689904E-04
  0.610015E+01  0.146696E+01  0.195988E-03  0.554230E-07  0.488257E-08  0.665956E-04
  0.624203E+01  0.146696E+01  0.194040E-03  0.990462E-07  0.758642E-08  0.647573E-04
  0.638722E+01  0.146696E+01  0.192372E-03  0.141311E-06  0.656589E-08  0.630496E-04
  0.653577E+01  0.146696E+01  0.189429E-03  0.158788E-06  0.494878E-08  0.609579E-04
  0.668779E+01  0.146696E+01  0.184114E-03  0.124134E-06  0.115727E-08  0.581508E-04
  0.684334E+01  0.146696E+01  0.175372E-03  0.733977E-08 -0.868355E-08  0.543347E-04
  0.700251E+01  0.146696E+01  0.163641E-03 -0.162353E-06 -0.187322E-07  0.496965E-04
  0.716538E+01  0.146696E+01  0.151803E-03 -0.294375E-06 -0.259541E-07  0.451497E-04
  0.733204E+01  0.146696E+01  0.142553E-03 -0.347325E-06 -0.351812E-07  0.414944E-04
  0.750257E+01  0.146696E+01  0.136452E-03 -0.353151E-06 -0.466654E-07  0.388555E-04
  0.767707E+01  0.146696E+01  0.132146E-03 -0.316133E-06 -0.550295E-07  0.367992E-04
  0.785563E+01  0.146696E+01  0.129284E-03 -0.227238E-06 -0.570786E-07  0.351954E-04
  0.803834E+01  0.146696E+01  0.127518E-03 -0.993521E-07 -0.552045E-07  0.339264E-04
  0.822530E+01  0.146696E+01  0.125837E-03  0.410669E-07 -0.495319E-07  0.327062E-04
  0.841662E+01  0.146696E+01  0.123230E-03  0.177683E-06 -0.396748E-07  0.312694E-04
  0.861238E+01  0.146696E+01  0.118636E-03  0.288990E-06 -0.336804E-07  0.293629E-04
  0.881269E+01  0.146696E+01  0.110902E-03  0.347338E-06 -0.380348E-07  0.267428E-04
  0.901766E+01  0.146696E+01  0.994422E-04  0.338146E-06 -0.555603E-07  0.233328E-04
  0.922740E+01  0.146696E+01  0.852039E-04  0.290651E-06 -0.734344E-07  0.194388E-04
  0.944202E+01  0.146696E+01  0.718139E-04  0.240614E-06 -0.732573E-07  0.159577E-04
  0.966163E+01  0.146696E+01  0.641295E-04  0.227478E-06 -0.670782E-07  0.139855E-04
  0.988635E+01  0.146696E+01  0.619247E-04  0.250715E-06 -0.636843E-07  0.134154E-04
  0.111279E+01  0.147366E+01  0.265585E-06 -0.203318E-07  0.138303E-07  0.248154E-06
  0.113867E+01  0.147366E+01  0.354262E-06 -0.199252E-07  0.967587E-08  0.329985E-06
  0.116516E+01  0.147366E+01  0.423438E-06 -0.257101E-07  0.146261E-07  0.389336E-06
  0.119226E+01  0.147366E+01  0.144407E-05 -0.659487E-07  0.197914E-09  0.130740E-05
  0.121999E+01  0.147366E+01  0.335561E-05 -0.119888E-06 -0.182175E-07  0.300066E-05
  0.124837E+01  0.147366E+01  0.130063E-04 -0.239681E-06 -0.156352E-06  0.115244E-04
  0.127740E+01  0.147366E+01  0.214329E-04 -0.181871E-06 -0.285181E-06  0.187422E-04
  0.130711E+01  0.147366E+01  0.389792E-04 -0.591072E-07 -0.562919E-06  0.336530E-04
  0.133751E+01  0.147366E+01  0.481017E-04  0.555903E-07 -0.708485E-06  0.410440E-04
  0.136862E+01  0.147366E+01  0.586684E-04  0.130866E-06 -0.864866E-06  0.494612E-04
  0.140045E+01  0.147366E+01  0.632230E-04  0.169798E-06 -0.903819E-06  0.526427E-04
  0.143303E+01  0.147366E+01  0.699285E-04  0.185258E-06 -0.954353E-06  0.575082E-04
  0.146636E+01  0.147366E+01  0.786959E-04  0.205179E-06 -0.102317E-05  0.639316E-04
  0.150046E+01  0.147366E+01  0.906872E-04  0.238022E-06 -0.112792E-05  0.727771E-04
  0.153536E+01  0.147366E+01  0.104508E-03  0.274482E-06 -0.123269E-05  0.828428E-04
  0.157107E+01  0.147366E+01  0.119154E-03  0.304457E-06 -0.131220E-05  0.932829E-04
  0.160761E+01  0.147366E+01  0.133568E-03  0.322919E-06 -0.136838E-05  0.103261E-03
  0.164501E+01  0.147366E+01  0.146426E-03  0.359753E-06 -0.140561E-05  0.111793E-03
  0.168327E+01  0.147366E+01  0.158255E-03  0.410414E-06 -0.143048E-05  0.119332E-03
  0.172242E+01  0.147366E+01  0.169657E-03  0.451579E-06 -0.143854E-05  0.126357E-03
  0.176248E+01  0.147366E+01  0.180136E-03  0.477073E-06 -0.142770E-05  0.132515E-03
  0.180347E+01  0.147366E+01  0.190220E-03  0.485795E-06 -0.139280E-05  0.138215E-03
  0.184542E+01  0.147366E+01  0.200851E-03  0.474964E-06 -0.134331E-05  0.144144E-03
  0.188834E+01  0.147366E+01  0.212218E-03  0.456033E-06 -0.129550E-05  0.150417E-03
  0.193226E+01  0.147366E+01  0.224048E-03  0.442538E-06 -0.126265E-05  0.156818E-03
  0.197720E+01  0.147366E+01  0.236234E-03  0.428177E-06 -0.124401E-05  0.163267E-03
  0.202319E+01  0.147366E+01  0.248759E-03  0.403905E-06 -0.122557E-05  0.169756E-03
  0.207025E+01  0.147366E+01  0.261750E-03  0.388753E-06 -0.119844E-05  0.176372E-03
  0.211840E+01  0.147366E+01  0.275420E-03  0.387316E-06 -0.116187E-05  0.183249E-03
  0.216767E+01  0.147366E+01  0.289682E-03  0.385791E-06 -0.111835E-05  0.190310E-03
  0.221809E+01  0.147366E+01  0.304068E-03  0.367061E-06 -0.107260E-05  0.197230E-03
  0.226968E+01  0.147366E+01  0.318159E-03  0.338272E-06 -0.103289E-05  0.203733E-03
  0.232247E+01  0.147366E+01  0.331661E-03  0.317160E-06 -0.998266E-06  0.209645E-03
  0.237649E+01  0.147366E+01  0.344078E-03  0.313383E-06 -0.965156E-06  0.214681E-03
  0.243176E+01  0.147366E+01  0.355059E-03  0.323451E-06 -0.926450E-06  0.218663E-03
  0.248832E+01  0.147366E+01  0.365016E-03  0.346185E-06 -0.877659E-06  0.221882E-03
  0.254620E+01  0.147366E+01  0.374494E-03  0.367945E-06 -0.820346E-06  0.224691E-03
  0.260542E+01  0.147366E+01  0.383317E-03  0.377107E-06 -0.763010E-06  0.226994E-03
  0.266602E+01  0.147366E+01  0.391657E-03  0.375231E-06 -0.713932E-06  0.228900E-03
  0.272803E+01  0.147366E+01  0.399661E-03  0.353237E-06 -0.672867E-06  0.230507E-03
  0.279148E+01  0.147366E+01  0.407153E-03  0.312001E-06 -0.635654E-06  0.231726E-03
  0.285640E+01  0.147366E+01  0.413764E-03  0.264331E-06 -0.602679E-06  0.232361E-03
  0.292284E+01  0.147366E+01  0.419346E-03  0.213093E-06 -0.574913E-06  0.232350E-03
  0.299082E+01  0.147366E+01  0.423955E-03  0.167738E-06 -0.545041E-06  0.231743E-03
  0.306038E+01  0.147366E+01  0.427626E-03  0.143687E-06 -0.507950E-06  0.230583E-03
  0.313156E+01  0.147366E+01  0.430519E-03  0.136276E-06 -0.465854E-06  0.228983E-03
  0.320440E+01  0.147366E+01  0.432686E-03  0.135266E-06 -0.424003E-06  0.226991E-03
  0.327893E+01  0.147366E+01  0.433975E-03  0.136730E-06 -0.385160E-06  0.224545E-03
  0.335520E+01  0.147366E+01  0.434417E-03  0.140118E-06 -0.348866E-06  0.221679E-03
  0.343323E+01  0.147366E+01  0.434266E-03  0.142062E-06 -0.312462E-06  0.218537E-03
  0.351309E+01  0.147366E+01  0.433594E-03  0.138814E-06 -0.276017E-06  0.215163E-03
  0.359480E+01  0.147366E+01  0.432212E-03  0.125051E-06 -0.244858E-06  0.211467E-03
  0.367841E+01  0.147366E+01  0.430007E-03  0.972869E-07 -0.224520E-06  0.207406E-03
  0.376396E+01  0.147366E+01  0.426817E-03  0.689321E-07 -0.215723E-06  0.202918E-03
  0.385151E+01  0.147366E+01  0.422732E-03  0.517454E-07 -0.211444E-06  0.198068E-03
  0.394109E+01  0.147366E+01  0.417909E-03  0.459315E-07 -0.207394E-06  0.192952E-03
  0.403275E+01  0.147366E+01  0.412329E-03  0.472941E-07 -0.201452E-06  0.187582E-03
  0.412655E+01  0.147366E+01  0.406036E-03  0.541863E-07 -0.189948E-06  0.181995E-03
  0.422253E+01  0.147366E+01  0.399195E-03  0.582990E-07 -0.166568E-06  0.176278E-03
  0.432074E+01  0.147366E+01  0.392003E-03  0.558864E-07 -0.132039E-06  0.170522E-03
  0.442124E+01  0.147366E+01  0.385034E-03  0.395450E-07 -0.911774E-07  0.164973E-03
  0.452407E+01  0.147366E+01  0.378154E-03  0.151495E-08 -0.526778E-07  0.159565E-03
  0.462929E+01  0.147366E+01  0.371048E-03 -0.423298E-07 -0.280380E-07  0.154156E-03
  0.473697E+01  0.147366E+01  0.363466E-03 -0.799584E-07 -0.198632E-07  0.148643E-03
  0.484714E+01  0.147366E+01  0.355582E-03 -0.934763E-07 -0.280332E-07  0.143110E-03
  0.495988E+01  0.147366E+01  0.347642E-03 -0.891474E-07 -0.529918E-07  0.137664E-03
  0.507524E+01  0.147366E+01  0.339158E-03 -0.629835E-07 -0.846504E-07  0.132124E-03
  0.519328E+01  0.147366E+01  0.330153E-03 -0.752263E-08 -0.107065E-06  0.126510E-03
  0.531407E+01  0.147366E+01  0.320237E-03  0.398872E-07 -0.112848E-06  0.120688E-03
  0.543767E+01  0.147366E+01  0.309028E-03  0.606505E-07 -0.107184E-06  0.114528E-03
  0.556415E+01  0.147366E+01  0.296667E-03  0.608215E-07 -0.901024E-07  0.108099E-03
  0.569356E+01  0.147366E+01  0.284241E-03  0.404827E-07 -0.551785E-07  0.101804E-03
  0.582599E+01  0.147366E+01  0.272951E-03  0.101772E-07 -0.157480E-07  0.960663E-04
  0.596149E+01  0.147366E+01  0.263992E-03 -0.929939E-09  0.172642E-07  0.912805E-04
  0.610015E+01  0.147366E+01  0.257491E-03  0.222818E-07  0.333041E-07  0.874511E-04
  0.624203E+01  0.147366E+01  0.253198E-03  0.900755E-07  0.373369E-07  0.844537E-04
  0.638722E+01  0.147366E+01  0.249488E-03  0.165587E-06  0.367665E-07  0.817185E-04
  0.653577E+01  0.147366E+01  0.244200E-03  0.194746E-06  0.338788E-07  0.785329E-04
  0.668779E+01  0.147366E+01  0.235915E-03  0.154669E-06  0.250338E-07  0.744657E-04
  0.684334E+01  0.147366E+01  0.223541E-03  0.164161E-07  0.750329E-08  0.692204E-04
  0.700251E+01  0.147366E+01  0.207499E-03 -0.193490E-06 -0.834468E-08  0.629866E-04
  0.716538E+01  0.147366E+01  0.191297E-03 -0.359122E-06 -0.182699E-07  0.568746E-04
  0.733204E+01  0.147366E+01  0.178442E-03 -0.428188E-06 -0.282716E-07  0.519248E-04
  0.750257E+01  0.147366E+01  0.169731E-03 -0.435110E-06 -0.392863E-07  0.483190E-04
  0.767707E+01  0.147366E+01  0.163536E-03 -0.390396E-06 -0.470570E-07  0.455297E-04
  0.785563E+01  0.147366E+01  0.159200E-03 -0.287510E-06 -0.488417E-07  0.433288E-04
  0.803834E+01  0.147366E+01  0.156278E-03 -0.136787E-06 -0.465760E-07  0.415649E-04
  0.822530E+01  0.147366E+01  0.153494E-03  0.266149E-07 -0.405403E-07  0.398769E-04
  0.841662E+01  0.147366E+01  0.149539E-03  0.184607E-06 -0.320909E-07  0.379226E-04
  0.861238E+01  0.147366E+01  0.143131E-03  0.315599E-06 -0.275686E-07  0.353993E-04
  0.881269E+01  0.147366E+01  0.133076E-03  0.391725E-06 -0.338204E-07  0.320618E-04
  0.901766E+01  0.147366E+01  0.118765E-03  0.388309E-06 -0.549778E-07  0.278409E-04
  0.922740E+01  0.147366E+01  0.101324E-03  0.338075E-06 -0.747277E-07  0.230960E-04
  0.944202E+01  0.147366E+01  0.851375E-04  0.281523E-06 -0.738112E-07  0.189036E-04
  0.966163E+01  0.147366E+01  0.758871E-04  0.267462E-06 -0.667558E-07  0.165390E-04
  0.988635E+01  0.147366E+01  0.732389E-04  0.296136E-06 -0.630616E-07  0.158571E-04
  0.111279E+01  0.148036E+01  0.322399E-06 -0.195274E-07  0.131656E-07  0.306720E-06
  0.113867E+01  0.148036E+01  0.416652E-06 -0.242351E-07  0.186084E-07  0.393340E-06
  0.116516E+01  0.148036E+01  0.100547E-05 -0.436579E-07  0.113083E-07  0.931175E-06
  0.119226E+01  0.148036E+01  0.254464E-05 -0.107098E-06  0.230694E-07  0.232347E-05
  0.121999E+01  0.148036E+01  0.180437E-04 -0.408263E-06 -0.122327E-06  0.162205E-04
  0.124837E+01  0.148036E+01  0.366807E-04 -0.448392E-06 -0.323616E-06  0.325000E-04
  0.127740E+01  0.148036E+01  0.784911E-04 -0.361323E-06 -0.805379E-06  0.686103E-04
  0.130711E+01  0.148036E+01  0.115054E-03 -0.619650E-08 -0.125758E-05  0.993003E-04
  0.133751E+01  0.148036E+01  0.159568E-03  0.289215E-06 -0.183407E-05  0.136061E-03
  0.136862E+01  0.148036E+01  0.181911E-03  0.428556E-06 -0.213780E-05  0.153241E-03
  0.140045E+01  0.148036E+01  0.199850E-03  0.509084E-06 -0.234299E-05  0.166285E-03
  0.143303E+01  0.148036E+01  0.215381E-03  0.528327E-06 -0.245695E-05  0.176998E-03
  0.146636E+01  0.148036E+01  0.236481E-03  0.568820E-06 -0.256080E-05  0.191949E-03
  0.150046E+01  0.148036E+01  0.264727E-03  0.636168E-06 -0.269594E-05  0.212253E-03
  0.153536E+01  0.148036E+01  0.298120E-03  0.716658E-06 -0.283935E-05  0.236102E-03
  0.157107E+01  0.148036E+01  0.332428E-03  0.777602E-06 -0.293423E-05  0.260022E-03
  0.160761E+01  0.148036E+01  0.363861E-03  0.795648E-06 -0.295521E-05  0.281073E-03
  0.164501E+01  0.148036E+01  0.389655E-03  0.808541E-06 -0.293247E-05  0.297253E-03
  0.168327E+01  0.148036E+01  0.410328E-03  0.835401E-06 -0.287555E-05  0.309138E-03
  0.172242E+01  0.148036E+01  0.426772E-03  0.860325E-06 -0.277654E-05  0.317556E-03
  0.176248E+01  0.148036E+01  0.441247E-03  0.869878E-06 -0.265241E-05  0.324290E-03
  0.180347E+01  0.148036E+01  0.455582E-03  0.856936E-06 -0.251029E-05  0.330714E-03
  0.184542E+01  0.148036E+01  0.470954E-03  0.818454E-06 -0.236138E-05  0.337669E-03
  0.188834E+01  0.148036E+01  0.487475E-03  0.765705E-06 -0.222865E-05  0.345198E-03
  0.193226E+01  0.148036E+01  0.504607E-03  0.709610E-06 -0.212675E-05  0.352889E-03
  0.197720E+01  0.148036E+01  0.522016E-03  0.654749E-06 -0.204738E-05  0.360504E-03
  0.202319E+01  0.148036E+01  0.539832E-03  0.601612E-06 -0.197318E-05  0.368138E-03
  0.207025E+01  0.148036E+01  0.558326E-03  0.552707E-06 -0.189135E-05  0.375974E-03
  0.211840E+01  0.148036E+01  0.577552E-03  0.503051E-06 -0.179768E-05  0.384034E-03
  0.216767E+01  0.148036E+01  0.597071E-03  0.441245E-06 -0.169572E-05  0.392009E-03
  0.221809E+01  0.148036E+01  0.615991E-03  0.352459E-06 -0.159637E-05  0.399307E-03
  0.226968E+01  0.148036E+01  0.633642E-03  0.269767E-06 -0.151170E-05  0.405506E-03
  0.232247E+01  0.148036E+01  0.649827E-03  0.236813E-06 -0.143993E-05  0.410520E-03
  0.237649E+01  0.148036E+01  0.664019E-03  0.233941E-06 -0.137373E-05  0.414070E-03
  0.243176E+01  0.148036E+01  0.675240E-03  0.252977E-06 -0.130219E-05  0.415618E-03
  0.248832E+01  0.148036E+01  0.684497E-03  0.304824E-06 -0.121775E-05  0.415855E-03
  0.254620E+01  0.148036E+01  0.692560E-03  0.361595E-06 -0.112054E-05  0.415292E-03
  0.260542E+01  0.148036E+01  0.699144E-03  0.383464E-06 -0.102115E-05  0.413786E-03
  0.266602E+01  0.148036E+01  0.704514E-03  0.378137E-06 -0.929717E-06  0.411521E-03
  0.272803E+01  0.148036E+01  0.709089E-03  0.347805E-06 -0.849219E-06  0.408763E-03
  0.279148E+01  0.148036E+01  0.712718E-03  0.291953E-06 -0.780394E-06  0.405442E-03
  0.285640E+01  0.148036E+01  0.714893E-03  0.220022E-06 -0.725166E-06  0.401291E-03
  0.292284E+01  0.148036E+01  0.715541E-03  0.136891E-06 -0.679478E-06  0.396297E-03
  0.299082E+01  0.148036E+01  0.714766E-03  0.723454E-07 -0.635399E-06  0.390548E-03
  0.306038E+01  0.148036E+01  0.712558E-03  0.379266E-07 -0.586639E-06  0.384074E-03
  0.313156E+01  0.148036E+01  0.709127E-03  0.260901E-07 -0.532613E-06  0.377026E-03
  0.320440E+01  0.148036E+01  0.704623E-03  0.244067E-07 -0.478034E-06  0.369514E-03
  0.327893E+01  0.148036E+01  0.698902E-03  0.290708E-07 -0.427125E-06  0.361487E-03
  0.335520E+01  0.148036E+01  0.692148E-03  0.393412E-07 -0.379742E-06  0.353061E-03
  0.343323E+01  0.148036E+01  0.684600E-03  0.475092E-07 -0.332165E-06  0.344374E-03
  0.351309E+01  0.148036E+01  0.676318E-03  0.499615E-07 -0.284899E-06  0.335464E-03
  0.359480E+01  0.148036E+01  0.667260E-03  0.425642E-07 -0.244722E-06  0.326320E-03
  0.367841E+01  0.148036E+01  0.657248E-03  0.209166E-07 -0.218422E-06  0.316867E-03
  0.376396E+01  0.148036E+01  0.646087E-03 -0.274313E-08 -0.206500E-06  0.307028E-03
  0.385151E+01  0.148036E+01  0.633847E-03 -0.133316E-07 -0.200552E-06  0.296862E-03
  0.394109E+01  0.148036E+01  0.620783E-03 -0.131787E-07 -0.195498E-06  0.286514E-03
  0.403275E+01  0.148036E+01  0.606956E-03 -0.417140E-08 -0.188958E-06  0.276030E-03
  0.412655E+01  0.148036E+01  0.592587E-03  0.112737E-07 -0.176505E-06  0.265525E-03
  0.422253E+01  0.148036E+01  0.577786E-03  0.188141E-07 -0.149833E-06  0.255058E-03
  0.432074E+01  0.148036E+01  0.562769E-03  0.187588E-07 -0.106473E-06  0.244722E-03
  0.442124E+01  0.148036E+01  0.548239E-03  0.433886E-08 -0.560285E-07  0.234816E-03
  0.452407E+01  0.148036E+01  0.533984E-03 -0.354406E-07 -0.126981E-07  0.225232E-03
  0.462929E+01  0.148036E+01  0.519502E-03 -0.846942E-07  0.921433E-08  0.215747E-03
  0.473697E+01  0.148036E+01  0.504685E-03 -0.121115E-06  0.145779E-07  0.206315E-03
  0.484714E+01  0.148036E+01  0.489862E-03 -0.132519E-06  0.257680E-08  0.197079E-03
  0.495988E+01  0.148036E+01  0.475191E-03 -0.120902E-06 -0.307017E-07  0.188108E-03
  0.507524E+01  0.148036E+01  0.460272E-03 -0.813566E-07 -0.717682E-07  0.179248E-03
  0.519328E+01  0.148036E+01  0.445106E-03 -0.130007E-07 -0.101587E-06  0.170508E-03
  0.531407E+01  0.148036E+01  0.429058E-03  0.338712E-07 -0.109762E-06  0.161654E-03
  0.543767E+01  0.148036E+01  0.411494E-03  0.484177E-07 -0.104935E-06  0.152461E-03
  0.556415E+01  0.148036E+01  0.392824E-03  0.336248E-07 -0.861912E-07  0.143095E-03
  0.569356E+01  0.148036E+01  0.374047E-03 -0.635801E-08 -0.436018E-07  0.133928E-03
  0.582599E+01  0.148036E+01  0.356837E-03 -0.390586E-07  0.442108E-08  0.125549E-03
  0.596149E+01  0.148036E+01  0.342915E-03 -0.472535E-07  0.422584E-07  0.118525E-03
  0.610015E+01  0.148036E+01  0.332205E-03 -0.936415E-08  0.612582E-07  0.112777E-03
  0.624203E+01  0.148036E+01  0.324593E-03  0.948769E-07  0.664563E-07  0.108213E-03
  0.638722E+01  0.148036E+01  0.317995E-03  0.207440E-06  0.656716E-07  0.104100E-03
  0.653577E+01  0.148036E+01  0.309517E-03  0.249927E-06  0.591627E-07  0.994824E-04
  0.668779E+01  0.148036E+01  0.297217E-03  0.204527E-06  0.427106E-07  0.937652E-04
  0.684334E+01  0.148036E+01  0.280183E-03  0.486633E-07  0.176563E-07  0.867181E-04
  0.700251E+01  0.148036E+01  0.258879E-03 -0.202800E-06 -0.382152E-08  0.785512E-04
  0.716538E+01  0.148036E+01  0.237419E-03 -0.410682E-06 -0.160556E-07  0.705643E-04
  0.733204E+01  0.148036E+01  0.220182E-03 -0.505876E-06 -0.251011E-07  0.640534E-04
  0.750257E+01  0.148036E+01  0.208245E-03 -0.518343E-06 -0.343413E-07  0.592694E-04
  0.767707E+01  0.148036E+01  0.199714E-03 -0.467951E-06 -0.407049E-07  0.555904E-04
  0.785563E+01  0.148036E+01  0.193500E-03 -0.346747E-06 -0.417461E-07  0.526535E-04
  0.803834E+01  0.148036E+01  0.189088E-03 -0.167002E-06 -0.388617E-07  0.502785E-04
  0.822530E+01  0.148036E+01  0.184892E-03  0.252878E-07 -0.325172E-07  0.480178E-04
  0.841662E+01  0.148036E+01  0.179241E-03  0.209666E-06 -0.267904E-07  0.454346E-04
  0.861238E+01  0.148036E+01  0.170657E-03  0.361733E-06 -0.247504E-07  0.421832E-04
  0.881269E+01  0.148036E+01  0.157891E-03  0.452850E-06 -0.341174E-07  0.380142E-04
  0.901766E+01  0.148036E+01  0.140291E-03  0.452264E-06 -0.585975E-07  0.328620E-04
  0.922740E+01  0.148036E+01  0.119263E-03  0.395394E-06 -0.789103E-07  0.271643E-04
  0.944202E+01  0.148036E+01  0.999449E-04  0.329151E-06 -0.766677E-07  0.221762E-04
  0.966163E+01  0.148036E+01  0.889441E-04  0.312986E-06 -0.683601E-07  0.193731E-04
  0.988635E+01  0.148036E+01  0.857951E-04  0.346957E-06 -0.641189E-07  0.185653E-04
  0.111279E+01  0.148706E+01  0.666796E-06 -0.359429E-07  0.270049E-07  0.634843E-06
  0.113867E+01  0.148706E+01  0.823684E-06 -0.316079E-07  0.131035E-07  0.776333E-06
  0.116516E+01  0.148706E+01  0.191317E-05 -0.101277E-06  0.747052E-07  0.178523E-05
  0.119226E+01  0.148706E+01  0.248070E-04 -0.619740E-06 -0.103672E-06  0.226453E-04
